run,tag,step,value,wall_time
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,255,0.4021989703178406,1778917972.642337
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,256,0.09480571001768112,1778917973.651093
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,257,0.09480571001768112,1778917974.6463072
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,258,0.09480571001768112,1778917975.641949
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,259,0.09209474176168442,1778917976.6577215
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,260,0.07853984832763672,1778917977.659014
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,261,0.2538767457008362,1778917978.672075
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,262,0.19535157084465027,1778917979.698267
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,263,0.23095034062862396,1778917980.7124076
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,264,0.19149824976921082,1778917981.7212558
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,265,0.5461273193359375,1778917982.728667
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,266,0.5576038360595703,1778917983.7444267
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,267,0.5586472749710083,1778917984.7419155
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,268,0.5586472749710083,1778917985.7424731
